id_interacao,id_cliente,data_interacao,canal,direcao,resultado,texto
INT001341,PJ0467,2026-02-02,telefone,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001343,PJ0467,2026-02-16,email,receptiva,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001340,PJ0467,2026-03-26,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001347,PJ0468,2025-12-26,portal,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001348,PJ0468,2025-12-30,telefone,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001344,PJ0468,2026-01-09,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001345,PJ0468,2026-01-09,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001346,PJ0468,2026-01-26,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001351,PJ0469,2026-04-19,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001349,PJ0469,2026-06-09,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001350,PJ0469,2026-06-21,whatsapp,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT001354,PJ0470,2026-01-13,portal,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001353,PJ0470,2026-02-25,telefone,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT001352,PJ0470,2026-03-14,email,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001355,PJ0471,2026-02-24,telefone,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001356,PJ0472,2026-04-18,portal,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001360,PJ0473,2026-02-03,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001357,PJ0473,2026-02-09,email,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001358,PJ0473,2026-03-23,telefone,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001359,PJ0473,2026-03-25,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001361,PJ0474,2025-11-27,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001364,PJ0475,2025-12-31,email,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001363,PJ0475,2026-01-18,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001362,PJ0475,2026-01-26,telefone,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001368,PJ0476,2026-04-14,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001367,PJ0476,2026-04-24,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001365,PJ0476,2026-05-14,email,receptiva,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001369,PJ0476,2026-05-16,telefone,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001366,PJ0476,2026-05-25,telefone,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001370,PJ0477,2026-04-24,email,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001372,PJ0477,2026-04-30,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001373,PJ0477,2026-06-24,whatsapp,ativa,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT001371,PJ0477,2026-06-29,email,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001378,PJ0478,2026-02-23,email,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001375,PJ0478,2026-03-08,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001377,PJ0478,2026-03-18,email,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001376,PJ0478,2026-03-21,telefone,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001374,PJ0478,2026-04-06,email,receptiva,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001379,PJ0479,2026-05-21,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001380,PJ0480,2026-05-27,whatsapp,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001381,PJ0481,2026-03-29,email,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001382,PJ0481,2026-05-03,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001384,PJ0481,2026-05-09,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001383,PJ0481,2026-05-21,email,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001386,PJ0482,2025-12-03,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001385,PJ0482,2026-01-20,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001388,PJ0483,2026-03-04,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001387,PJ0483,2026-03-14,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001389,PJ0484,2026-01-23,email,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001390,PJ0484,2026-01-27,whatsapp,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001394,PJ0485,2026-01-22,whatsapp,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001392,PJ0485,2026-01-26,portal,receptiva,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT001391,PJ0485,2026-02-09,whatsapp,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001393,PJ0485,2026-02-18,email,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT001395,PJ0486,2026-04-06,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001396,PJ0487,2026-05-09,portal,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001401,PJ0488,2026-04-23,email,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001397,PJ0488,2026-05-07,telefone,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001399,PJ0488,2026-05-19,telefone,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001398,PJ0488,2026-05-26,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001400,PJ0488,2026-06-11,telefone,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001406,PJ0489,2025-12-27,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001403,PJ0489,2026-01-14,whatsapp,receptiva,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001405,PJ0489,2026-01-15,whatsapp,receptiva,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT001404,PJ0489,2026-01-24,whatsapp,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001402,PJ0489,2026-02-16,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001407,PJ0490,2026-03-22,telefone,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001408,PJ0490,2026-04-30,portal,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001410,PJ0491,2026-04-29,whatsapp,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001409,PJ0491,2026-06-13,email,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001411,PJ0492,2025-12-22,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001412,PJ0493,2025-12-20,telefone,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001414,PJ0494,2026-06-09,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001413,PJ0494,2026-06-20,portal,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001416,PJ0495,2026-05-15,email,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001415,PJ0495,2026-05-24,telefone,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001417,PJ0495,2026-06-25,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001418,PJ0496,2025-12-28,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001419,PJ0496,2026-01-14,telefone,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001420,PJ0496,2026-01-29,telefone,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001424,PJ0497,2026-01-31,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001423,PJ0497,2026-02-21,email,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001421,PJ0497,2026-02-26,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001422,PJ0497,2026-03-15,email,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001426,PJ0498,2025-11-19,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001425,PJ0498,2025-12-06,telefone,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001427,PJ0498,2025-12-12,email,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001430,PJ0499,2026-02-28,email,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001429,PJ0499,2026-03-05,telefone,receptiva,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001428,PJ0499,2026-04-14,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001431,PJ0499,2026-04-22,whatsapp,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001435,PJ0500,2026-02-14,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001432,PJ0500,2026-02-15,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001433,PJ0500,2026-03-31,portal,receptiva,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT001434,PJ0500,2026-04-06,email,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001439,PJ0501,2026-01-18,whatsapp,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001436,PJ0501,2026-01-25,email,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001437,PJ0501,2026-03-20,telefone,receptiva,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001440,PJ0501,2026-03-21,portal,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001438,PJ0501,2026-03-22,email,ativa,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT001441,PJ0502,2026-04-19,portal,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001442,PJ0502,2026-04-27,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001445,PJ0503,2026-05-25,email,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001446,PJ0503,2026-05-28,whatsapp,receptiva,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001443,PJ0503,2026-06-16,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001444,PJ0503,2026-06-19,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001447,PJ0504,2025-12-29,telefone,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001448,PJ0504,2026-01-23,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001450,PJ0505,2025-11-20,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001449,PJ0505,2025-12-01,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001452,PJ0505,2025-12-03,email,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001451,PJ0505,2026-01-17,telefone,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001456,PJ0506,2026-01-31,whatsapp,receptiva,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001455,PJ0506,2026-02-02,telefone,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001453,PJ0506,2026-02-03,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001457,PJ0506,2026-02-10,whatsapp,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001454,PJ0506,2026-03-04,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001458,PJ0507,2026-05-22,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001461,PJ0508,2026-04-28,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001459,PJ0508,2026-05-09,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001460,PJ0508,2026-05-29,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001465,PJ0509,2026-01-26,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001462,PJ0509,2026-02-16,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001464,PJ0509,2026-02-22,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001463,PJ0509,2026-02-25,whatsapp,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001466,PJ0509,2026-03-06,email,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001469,PJ0510,2025-11-25,email,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001468,PJ0510,2025-12-20,whatsapp,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT001467,PJ0510,2026-01-04,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001470,PJ0510,2026-01-10,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001471,PJ0511,2026-02-01,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001473,PJ0511,2026-02-09,whatsapp,receptiva,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001474,PJ0511,2026-02-20,telefone,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001472,PJ0511,2026-03-18,telefone,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001478,PJ0512,2026-04-19,email,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001477,PJ0512,2026-04-28,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001475,PJ0512,2026-05-22,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001476,PJ0512,2026-06-03,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001481,PJ0513,2026-01-31,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001479,PJ0513,2026-02-02,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001480,PJ0513,2026-02-19,whatsapp,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001485,PJ0514,2025-11-24,email,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001484,PJ0514,2025-11-30,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001483,PJ0514,2025-12-14,telefone,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001482,PJ0514,2025-12-23,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001486,PJ0515,2026-03-21,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001490,PJ0515,2026-03-21,email,receptiva,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001489,PJ0515,2026-04-10,email,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001487,PJ0515,2026-04-30,email,ativa,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT001488,PJ0515,2026-05-06,telefone,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001492,PJ0516,2026-05-14,portal,receptiva,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001494,PJ0516,2026-05-23,portal,receptiva,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001491,PJ0516,2026-05-28,email,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001495,PJ0516,2026-06-13,whatsapp,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001493,PJ0516,2026-06-22,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001498,PJ0517,2026-02-21,telefone,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001497,PJ0517,2026-03-05,email,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT001496,PJ0517,2026-04-16,whatsapp,receptiva,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001499,PJ0518,2026-01-26,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001500,PJ0519,2026-04-19,whatsapp,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001501,PJ0520,2026-02-01,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001503,PJ0520,2026-02-03,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001502,PJ0520,2026-03-06,portal,receptiva,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001504,PJ0521,2026-05-30,whatsapp,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001506,PJ0522,2026-05-23,portal,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001505,PJ0522,2026-05-25,email,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001507,PJ0522,2026-05-31,email,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001508,PJ0522,2026-05-31,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001510,PJ0523,2026-02-08,telefone,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001509,PJ0523,2026-02-23,email,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT001513,PJ0523,2026-02-27,telefone,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001511,PJ0523,2026-03-05,telefone,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001512,PJ0523,2026-03-15,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001516,PJ0524,2026-04-20,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001514,PJ0524,2026-05-10,whatsapp,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001515,PJ0524,2026-06-07,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001519,PJ0525,2025-11-20,whatsapp,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001521,PJ0525,2025-12-05,telefone,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001520,PJ0525,2025-12-31,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001517,PJ0525,2026-01-06,portal,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001518,PJ0525,2026-01-07,email,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001524,PJ0526,2025-12-06,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001522,PJ0526,2025-12-16,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001525,PJ0526,2025-12-28,whatsapp,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001523,PJ0526,2026-01-15,whatsapp,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001527,PJ0527,2026-02-22,email,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001526,PJ0527,2026-03-17,email,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001528,PJ0527,2026-03-22,portal,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001531,PJ0528,2025-12-24,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001529,PJ0528,2026-02-10,whatsapp,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001530,PJ0528,2026-02-18,whatsapp,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001533,PJ0529,2025-12-16,email,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001534,PJ0529,2025-12-18,telefone,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001532,PJ0529,2026-01-25,email,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001539,PJ0530,2025-12-20,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001536,PJ0530,2026-01-07,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001538,PJ0530,2026-01-28,portal,receptiva,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001535,PJ0530,2026-02-03,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001537,PJ0530,2026-02-06,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001542,PJ0531,2026-03-18,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001540,PJ0531,2026-03-22,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001541,PJ0531,2026-04-06,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001543,PJ0531,2026-04-27,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001544,PJ0532,2026-02-14,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001546,PJ0533,2025-11-27,portal,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001545,PJ0533,2026-01-22,telefone,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001547,PJ0534,2026-05-04,email,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001548,PJ0534,2026-06-15,email,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001549,PJ0534,2026-06-16,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001550,PJ0534,2026-06-27,whatsapp,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001551,PJ0535,2026-01-17,portal,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001552,PJ0535,2026-02-05,telefone,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001554,PJ0536,2026-04-28,email,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001553,PJ0536,2026-05-24,portal,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
