id_cliente,data_referencia,setor,porte,uf,tempo_relacionamento_meses,faturamento_mensal_estimado,saldo_devedor,dias_atraso,qtd_contratos_ativos,qtd_parcelas_vencidas,limite_credito,utilizacao_limite_pct,qtd_contatos_ult_30d,promessa_pagamento_ult_30d,renegociacoes_ult_12m,canal_preferencial,risco_setorial,score_regularizacao_legado,score_cobranca_atualizado_30d,regularizou_30d
PJ0382,2026-05-28,Indústria,ME,RJ,17,,20818.39,37,1,3,61886.32,0.2969,2,0,3,whatsapp,medio,58,61,0
PJ0383,2026-01-28,Serviços,Média,SP,146,148431.96,35831.56,63,1,2,86045.65,0.3887,8,0,0,portal,medio,495,984,1
PJ0384,2026-06-30,Indústria,ME,RJ,164,35647.51,16072.15,66,2,4,38331.49,0.5067,2,0,1,whatsapp,medio,607,866,1
PJ0385,2026-06-30,Indústria,ME,RJ,128,31959.41,13986.99,51,3,2,20665.91,0.8225,1,0,0,email,medio,716,236,0
PJ0386,2026-01-28,Indústria,Média,SP,205,,30312.33,18,1,2,63874.42,0.4549,6,1,0,whatsapp,baixo,810,927,1
PJ0387,2026-04-30,Serviços,Grande,PR,217,1284657.94,772592.37,56,1,3,1256727.94,0.6063,5,1,2,whatsapp,alto,319,420,0
PJ0388,2026-01-28,Construção,Grande,SP,182,,184656.98,20,5,1,399382.49,0.6186,8,0,1,email,medio,414,242,0
PJ0389,2026-06-30,Indústria,Grande,SP,60,453093.28,107007.86,112,4,4,294875.28,0.3306,3,0,2,whatsapp,medio,100,86,0
PJ0390,2026-05-28,Tecnologia,EPP,SP,149,68097.88,34543.55,51,2,1,88894.48,0.4533,6,0,3,email,,345,143,0
PJ0391,2026-05-28,Comércio,ME,SP,208,43086.55,6818.33,77,2,2,37109.15,0.2998,6,1,0,telefone,medio,452,932,1
PJ0392,2026-04-30,Construção,ME,MG,150,30016.74,14465.44,30,3,1,23772.25,0.7862,4,1,0,email,medio,895,862,1
PJ0393,2026-02-28,Construção,ME,MG,187,57174.37,4613.59,41,1,3,40287.8,0.0795,1,1,0,telefone,medio,626,965,1
PJ0394,2026-05-28,Serviços,ME,MG,191,48679.36,14283.37,10,2,1,35433.96,0.4513,2,0,1,,medio,678,300,0
PJ0395,2026-04-30,Indústria,Média,SP,138,205916.64,47022.46,62,1,3,126918.41,0.4429,2,0,0,portal,alto,200,280,0
PJ0396,2026-06-30,Comércio,Média,SP,116,594989.96,155990.64,73,1,3,255617.59,0.5535,4,0,0,portal,baixo,897,318,0
PJ0397,2026-05-28,Comércio,ME,SP,17,,12564.34,49,1,2,24452.65,0.6281,0,0,0,whatsapp,alto,869,363,0
PJ0398,2026-03-28,Tecnologia,ME,SP,204,35550.76,8399.77,56,1,2,24149.38,0.3036,5,0,0,telefone,baixo,828,965,1
PJ0399,2026-05-28,Indústria,Média,RJ,93,464742.3,171732.02,77,3,4,348992.35,0.5261,2,0,1,whatsapp,medio,59,342,0
PJ0400,2026-03-28,Serviços,Média,BA,43,351608.95,73427.64,30,3,1,162520.14,0.5933,8,0,0,whatsapp,alto,321,843,1
PJ0401,2026-06-30,Serviços,ME,MG,165,26756.3,17133.32,33,1,2,36382.09,0.5656,3,0,0,whatsapp,alto,605,905,1
PJ0402,2026-03-28,Agronegócio,EPP,SP,240,74382.99,36375.52,78,4,4,96991.36,0.4157,8,1,1,telefone,alto,410,22,0
PJ0403,2026-03-28,Indústria,ME,SP,156,13973.12,8331.67,92,4,3,18352.54,0.4048,3,0,0,whatsapp,medio,496,365,0
PJ0404,2026-01-28,Comércio,EPP,RJ,138,14272.22,7403.7,19,1,1,9044.06,0.8497,8,0,1,telefone,baixo,717,948,1
PJ0405,2026-02-28,Comércio,EPP,BA,10,76439.51,22702.4,38,3,2,49753.99,0.401,5,0,0,email,,201,297,0
PJ0406,2026-04-30,Comércio,Média,SP,28,2015846.92,1391704.31,27,1,2,3965488.9,0.4616,0,0,0,,alto,366,53,0
PJ0407,2026-04-30,Agronegócio,Média,SP,19,139614.09,39565.75,87,3,3,114616.61,0.3474,7,0,0,whatsapp,medio,95,990,1
PJ0408,2026-02-28,Comércio,Grande,PE,110,2158988.34,546707.28,18,2,1,1668912.58,0.3925,2,1,2,portal,medio,903,839,1
PJ0409,2026-03-28,Agronegócio,Média,SP,140,1330475.73,951773.9,114,1,4,2935061.97,0.389,4,0,0,whatsapp,baixo,328,227,0
PJ0410,2026-06-30,Agronegócio,ME,GO,124,25251.19,5554.96,15,1,1,17911.7,0.4723,7,0,3,portal,alto,112,365,0
PJ0411,2026-05-28,Construção,Média,PR,124,381278.53,185169.19,42,2,2,355851.03,0.5391,5,1,1,email,medio,682,957,1
PJ0412,2026-03-28,Serviços,EPP,RJ,56,34866.69,12067.6,38,1,1,35441.78,0.3713,2,1,0,,medio,865,112,0
PJ0413,2026-02-28,Tecnologia,EPP,MG,235,160100.32,114890.08,36,2,2,239458.11,0.6108,8,0,2,whatsapp,medio,325,323,0
PJ0414,2026-06-30,Serviços,ME,SP,65,145492.8,19696.7,14,3,1,45610.95,0.4503,4,0,0,email,medio,853,36,0
PJ0415,2026-03-28,Indústria,ME,SC,236,86347.66,58830.46,31,3,1,186611.68,0.4184,2,0,0,whatsapp,baixo,616,794,1
PJ0416,2026-03-28,Construção,Média,BA,23,136842.77,56290.8,47,1,1,71781.61,0.8889,2,0,0,whatsapp,medio,331,300,0
PJ0417,2026-02-28,Indústria,EPP,GO,25,36594.79,17974.37,20,5,1,38815.58,0.4638,7,0,0,whatsapp,baixo,371,836,1
PJ0418,2026-05-28,Serviços,ME,MG,126,90087.1,23131.32,14,1,1,79551.91,0.3993,1,0,0,telefone,medio,624,785,1
PJ0419,2026-05-28,Agronegócio,Grande,SP,100,1429140.2,503406.88,22,4,1,687880.91,0.7436,3,0,1,whatsapp,baixo,743,304,0
PJ0420,2026-01-28,Comércio,EPP,SP,46,389979.86,222420.42,132,2,5,252986.2,0.9266,1,0,1,portal,medio,55,290,0
PJ0421,2026-02-28,Tecnologia,EPP,GO,90,63347.87,21218.78,26,4,1,41001.36,0.6753,2,0,1,,medio,472,55,0
PJ0422,2026-04-30,Serviços,Média,SP,78,180957.93,33414.55,42,2,2,130770.01,0.3215,1,0,4,whatsapp,medio,28,972,1
PJ0423,2026-03-28,Comércio,ME,MG,40,24376.47,5594.18,17,2,1,21018.47,0.3808,4,0,0,whatsapp,,225,933,1
PJ0424,2026-03-28,Serviços,ME,RS,105,40510.21,8352.62,49,1,2,21961.18,0.4756,8,1,0,whatsapp,baixo,764,765,1
PJ0425,2026-02-28,Tecnologia,ME,SP,231,10199.0,2000.0,22,3,1,5605.5,0.4513,7,0,0,whatsapp,baixo,515,883,1
PJ0426,2026-03-28,Agronegócio,EPP,MG,55,46921.43,26580.81,20,3,1,37969.36,0.7377,5,0,0,whatsapp,medio,540,367,0
PJ0427,2026-02-28,Comércio,ME,SP,210,15967.51,2000.0,37,1,1,9854.69,0.3246,1,0,4,portal,medio,192,852,1
PJ0428,2026-01-28,Construção,ME,RJ,237,11363.7,3401.11,12,3,1,8260.67,0.4158,7,0,0,email,baixo,656,772,1
PJ0429,2026-06-30,Indústria,Grande,PR,17,,31972.07,44,2,1,64239.9,0.5477,5,0,0,telefone,medio,590,813,1
PJ0430,2026-05-28,Construção,EPP,SP,12,64779.54,21138.5,11,2,1,31345.47,0.6763,3,1,0,whatsapp,medio,750,79,0
PJ0431,2026-06-30,Comércio,Média,RJ,184,343117.96,171675.62,95,2,3,308131.82,0.51,0,0,2,whatsapp,medio,157,309,0
PJ0432,2026-01-28,Indústria,ME,MG,163,19209.77,4068.19,2,2,1,16417.12,0.2581,7,0,0,whatsapp,baixo,914,826,1
PJ0433,2026-05-28,Indústria,ME,RJ,191,51203.62,25488.36,142,3,5,61228.18,0.3798,0,0,1,whatsapp,medio,8,53,0
PJ0434,2026-03-28,Serviços,ME,SP,38,13067.5,2953.51,4,3,1,5989.96,0.5432,4,1,3,,medio,480,985,1
PJ0435,2026-06-30,Comércio,EPP,SP,132,297991.88,188840.07,42,5,1,283166.25,0.6075,0,0,0,,baixo,651,94,0
PJ0436,2026-03-28,Construção,Grande,RJ,196,2921977.3,484438.3,28,2,1,873025.06,0.5772,5,0,1,email,baixo,929,34,0
PJ0437,2026-06-30,Serviços,EPP,SP,126,187609.25,39470.88,66,4,2,86363.7,0.558,5,0,0,email,baixo,647,133,0
PJ0438,2026-05-28,Construção,ME,MG,123,25747.96,9137.99,24,2,1,21299.24,0.55,5,1,3,whatsapp,alto,323,264,0
PJ0439,2026-05-28,Agronegócio,Média,SP,198,213212.37,63135.25,53,1,3,90546.21,0.7098,4,0,4,email,alto,314,78,0
PJ0440,2026-01-28,Tecnologia,Grande,MG,71,155710.43,39870.82,19,2,2,118772.39,0.4607,4,0,2,email,baixo,658,970,1
PJ0441,2026-03-28,Agronegócio,Grande,SP,111,1037021.29,615588.06,66,1,2,1300182.41,0.4022,6,1,2,portal,alto,112,269,0
PJ0442,2026-03-28,Indústria,Média,SC,20,672683.84,177781.41,13,3,1,587782.42,0.4155,3,0,0,whatsapp,medio,354,912,1
PJ0443,2026-02-28,Indústria,EPP,SP,119,,25333.72,12,5,1,57437.55,0.396,7,0,1,telefone,,786,995,1
PJ0444,2026-04-30,Agronegócio,Média,SP,185,675910.1,225676.72,11,4,1,685760.08,0.326,1,1,0,email,baixo,550,786,1
PJ0445,2026-01-28,Construção,EPP,SP,131,113830.58,81589.51,24,2,1,161584.13,0.6163,7,1,0,whatsapp,medio,843,908,1
PJ0446,2026-05-28,Agronegócio,ME,BA,240,45774.21,22695.37,61,1,2,68313.88,0.2638,4,1,0,telefone,medio,271,16,0
PJ0447,2026-02-28,Serviços,EPP,SP,22,33981.33,24163.47,12,1,1,71797.43,0.3159,6,1,0,telefone,alto,732,812,1
PJ0448,2026-01-28,Serviços,ME,SP,42,18578.36,12164.69,40,4,3,32512.29,0.3025,3,0,0,telefone,baixo,266,859,1
PJ0449,2026-04-30,Comércio,Média,RJ,196,,20744.36,71,2,3,45223.54,0.5035,3,1,0,whatsapp,alto,410,767,1
PJ0450,2026-01-28,Comércio,EPP,SP,108,52741.74,12911.67,8,1,1,42037.38,0.4525,0,0,1,whatsapp,,714,929,1
PJ0451,2026-05-28,Construção,Média,MG,163,193731.05,43906.98,9,1,1,99155.34,0.5855,5,0,1,email,baixo,266,913,1
PJ0452,2026-06-30,Agronegócio,Grande,RJ,73,2865958.94,230178.19,45,2,1,2150346.71,0.2085,8,0,0,telefone,baixo,536,281,0
PJ0453,2026-02-28,Indústria,ME,SP,94,24482.45,17179.31,68,2,3,51072.21,0.3585,2,0,0,telefone,medio,782,280,0
PJ0454,2026-02-28,Agronegócio,Média,BA,176,497791.2,247518.76,26,3,1,756570.3,0.3093,0,0,0,whatsapp,baixo,422,400,0
PJ0455,2026-06-30,Serviços,EPP,SC,25,102916.16,62829.18,44,1,1,169699.01,0.501,2,1,0,whatsapp,baixo,891,399,0
PJ0456,2026-06-30,Construção,EPP,SP,155,64374.95,17011.68,18,4,1,46060.26,0.5117,0,0,2,portal,medio,413,764,1
PJ0457,2026-06-30,Comércio,Média,SP,163,211274.31,32124.98,44,1,1,118149.54,0.3005,7,0,0,,alto,257,166,0
PJ0458,2026-01-28,Construção,Média,RS,95,148818.11,39720.06,10,2,1,114948.72,0.3461,6,0,0,whatsapp,baixo,859,937,1
PJ0459,2026-06-30,Agronegócio,ME,SP,76,27404.71,6172.91,43,3,3,24372.86,0.2505,1,1,0,telefone,medio,689,766,1
PJ0460,2026-05-28,Serviços,ME,SP,44,22845.99,4121.41,19,5,1,13562.92,0.456,7,1,0,telefone,medio,665,811,1
PJ0461,2026-01-28,Serviços,EPP,SP,199,76860.74,34270.11,20,6,1,72761.01,0.639,3,1,0,portal,alto,539,50,0
PJ0462,2026-03-28,Serviços,EPP,SP,237,277846.24,135011.99,53,2,2,245590.0,0.5257,2,0,0,email,,134,169,0
PJ0463,2026-01-28,Serviços,ME,SP,94,15423.1,6542.17,22,3,1,13414.01,0.5981,7,0,0,whatsapp,medio,614,143,0
PJ0464,2026-06-30,Comércio,Grande,MG,217,1025545.45,532995.11,8,3,2,742717.53,0.8161,2,0,0,telefone,baixo,734,898,1
PJ0465,2026-06-30,Serviços,ME,MG,170,42470.62,24766.87,105,2,4,77432.17,0.3169,7,0,1,whatsapp,alto,101,256,0
PJ0466,2026-06-30,Agronegócio,ME,SP,70,89269.0,64364.03,6,6,1,185830.4,0.4187,0,0,0,email,alto,916,283,0
PJ0467,2026-03-28,Serviços,EPP,SC,42,43213.59,30646.27,16,1,1,70841.36,0.5557,5,0,0,email,baixo,472,938,1
PJ0468,2026-01-28,Construção,ME,SP,83,34104.42,6271.86,53,2,2,15517.47,0.3428,7,0,0,email,alto,486,61,0
PJ0469,2026-06-30,Indústria,EPP,MG,64,106239.77,45133.11,62,5,3,91486.12,0.666,4,0,2,whatsapp,alto,374,171,0
PJ0470,2026-03-28,Comércio,Média,BA,36,970422.67,488097.14,50,1,2,1472007.93,0.4928,6,1,0,email,,717,310,0
PJ0471,2026-04-30,Tecnologia,EPP,SP,38,57732.8,20689.19,14,4,1,45759.26,0.6157,0,0,3,whatsapp,medio,560,296,0
PJ0472,2026-04-30,Indústria,EPP,SP,36,63117.0,46587.55,23,1,2,113708.37,0.4035,0,0,1,whatsapp,baixo,447,899,1
PJ0473,2026-03-28,Indústria,ME,RJ,164,47509.93,29314.84,17,2,1,87888.09,0.4672,3,0,0,telefone,alto,273,264,0
PJ0474,2026-01-28,Construção,Média,MG,94,348170.82,242521.94,49,3,3,294341.25,0.9116,3,0,0,email,baixo,283,301,0
PJ0475,2026-02-28,Comércio,EPP,SP,32,26304.05,14603.24,19,3,1,32534.14,0.6193,2,1,2,email,medio,146,785,1
PJ0476,2026-05-28,Comércio,ME,RS,227,44046.85,9930.09,23,2,1,22395.54,0.3834,8,0,2,telefone,baixo,832,62,0
PJ0477,2026-06-30,Indústria,EPP,PR,26,48203.87,8561.27,81,2,3,21346.25,0.4964,6,1,0,telefone,baixo,174,283,0
PJ0478,2026-04-30,Serviços,Média,PR,106,241827.55,115783.43,83,1,2,274818.43,0.4127,4,0,0,whatsapp,baixo,248,833,1
PJ0479,2026-05-28,Indústria,EPP,MG,182,180193.49,126958.71,30,1,1,265821.72,0.5018,4,0,0,whatsapp,medio,523,830,1
PJ0480,2026-05-28,Comércio,ME,SC,96,13720.21,10144.44,14,3,1,27174.16,0.5361,5,0,1,,baixo,634,336,0
PJ0481,2026-05-28,Comércio,EPP,RS,104,134238.71,76905.43,22,2,1,152826.99,0.5694,4,1,0,whatsapp,medio,876,829,1
PJ0482,2026-01-28,Indústria,ME,PR,68,133564.97,24578.56,122,2,5,92486.88,0.3355,1,0,1,whatsapp,baixo,108,855,1
PJ0483,2026-03-28,Tecnologia,EPP,PR,79,16977.47,3540.67,35,1,2,12387.71,0.3288,8,0,1,telefone,baixo,673,955,1
PJ0484,2026-02-28,Comércio,EPP,SC,64,22436.44,2309.87,31,3,2,19240.44,0.2535,6,0,3,whatsapp,medio,329,126,0
PJ0485,2026-03-28,Serviços,ME,SP,8,19707.3,2020.48,53,1,2,6990.15,0.4477,7,1,3,whatsapp,baixo,575,98,0
PJ0486,2026-04-30,Tecnologia,ME,SP,29,33001.17,8051.75,34,2,2,17787.85,0.6131,3,0,1,whatsapp,baixo,396,982,1
PJ0487,2026-05-28,Comércio,ME,RJ,74,69640.96,47892.85,64,3,4,135173.23,0.4803,0,0,2,email,medio,255,174,0
PJ0488,2026-06-30,Indústria,ME,SP,143,17836.67,5455.68,85,1,4,16476.67,0.5043,3,0,3,portal,baixo,383,116,0
PJ0489,2026-02-28,Serviços,EPP,SC,69,,12530.81,75,1,4,19714.22,0.6581,2,0,0,whatsapp,baixo,444,94,0
PJ0490,2026-05-28,Comércio,ME,RJ,26,26469.82,13490.15,120,2,5,18462.5,0.8528,8,0,0,telefone,baixo,149,68,0
PJ0491,2026-06-30,Indústria,EPP,MG,238,88415.95,52937.41,15,1,1,124736.03,0.532,8,0,0,,alto,342,825,1
PJ0492,2026-02-28,Comércio,ME,BA,180,59268.55,28969.33,46,3,2,90993.07,0.3996,2,1,4,whatsapp,baixo,642,125,0
PJ0493,2026-01-28,Comércio,Grande,PR,202,834045.25,161506.81,110,3,5,737729.95,0.1897,3,0,0,email,alto,22,186,0
PJ0494,2026-06-30,Serviços,ME,RJ,82,20531.19,14082.99,53,2,1,30541.68,0.6131,4,0,1,email,baixo,328,344,0
PJ0495,2026-06-30,Agronegócio,EPP,SC,44,34337.85,3670.43,28,1,2,15084.91,0.3346,0,0,1,whatsapp,medio,756,345,0
PJ0496,2026-02-28,Serviços,ME,RJ,104,23477.75,9587.95,29,3,1,18009.22,0.5044,7,0,2,whatsapp,medio,859,938,1
PJ0497,2026-03-28,Serviços,ME,RJ,100,77712.79,54894.81,28,1,1,139689.15,0.4891,6,0,3,portal,,749,795,1
PJ0498,2026-01-28,Comércio,EPP,RS,87,22169.86,6988.82,3,1,1,20766.01,0.3033,2,1,0,telefone,baixo,885,993,1
PJ0499,2026-04-30,Comércio,EPP,BA,28,116432.14,29885.07,9,2,1,57573.17,0.6366,1,0,0,whatsapp,baixo,679,961,1
PJ0500,2026-04-30,Agronegócio,ME,PR,161,22705.65,5379.98,51,3,2,14100.47,0.4281,0,0,0,whatsapp,medio,757,980,1
PJ0501,2026-03-28,Serviços,ME,SP,128,5455.49,2000.0,56,2,3,2990.25,0.6378,6,1,0,telefone,medio,836,848,1
PJ0502,2026-05-28,Comércio,ME,SP,18,11708.7,2000.0,118,1,5,9155.47,0.2314,5,0,1,telefone,medio,70,91,0
PJ0503,2026-06-30,Serviços,Média,PE,161,107679.55,11391.39,55,1,1,70117.26,0.2703,2,0,4,whatsapp,medio,443,207,0
PJ0504,2026-02-28,Indústria,ME,SC,45,29494.76,4339.58,43,5,2,9550.99,0.4728,7,1,0,email,baixo,525,169,0
PJ0505,2026-01-28,Serviços,EPP,MG,214,22764.39,15685.1,1,2,1,30914.87,0.6467,6,0,0,portal,medio,883,845,1
PJ0506,2026-03-28,Serviços,Média,MG,199,535293.06,224657.5,47,2,2,417646.27,0.6962,6,1,0,email,baixo,851,763,1
PJ0507,2026-05-28,Tecnologia,Média,RJ,25,358786.6,160325.45,109,2,3,275514.91,0.5741,7,0,2,portal,medio,45,86,0
PJ0508,2026-06-30,Serviços,ME,MG,191,12039.79,2000.0,72,1,3,4897.9,0.4082,7,1,1,whatsapp,medio,611,877,1
PJ0509,2026-03-28,Comércio,EPP,GO,13,95482.4,7778.28,14,2,1,84632.23,0.0202,3,0,1,email,medio,884,877,1
PJ0510,2026-01-28,Tecnologia,EPP,MG,113,,15181.56,43,1,2,25880.39,0.6017,8,0,1,,medio,362,141,0
PJ0511,2026-03-28,Serviços,EPP,SC,146,67429.98,27420.82,37,1,2,71914.37,0.4519,0,0,0,email,baixo,731,984,1
PJ0512,2026-06-30,Indústria,EPP,SP,123,70307.57,18987.42,21,3,1,26977.79,0.7608,3,0,0,portal,medio,511,208,0
PJ0513,2026-02-28,Serviços,EPP,MG,215,152429.09,42070.77,37,1,2,123144.49,0.425,8,0,1,whatsapp,baixo,718,898,1
PJ0514,2026-01-28,Serviços,Média,SP,24,202523.52,65392.46,76,2,2,166034.75,0.4247,3,0,0,email,baixo,437,157,0
PJ0515,2026-05-28,Serviços,Grande,RJ,198,,629560.61,51,1,2,711962.26,0.9382,4,1,0,email,medio,217,829,1
PJ0516,2026-06-30,Comércio,ME,SC,209,38628.62,27857.01,43,3,1,62000.81,0.5739,2,1,0,email,medio,689,802,1
PJ0517,2026-04-30,Agronegócio,ME,MG,100,25673.61,16773.42,46,5,3,21991.16,0.8024,0,0,0,whatsapp,baixo,673,980,1
PJ0518,2026-02-28,Indústria,EPP,SC,196,95742.27,56343.08,13,2,2,109337.31,0.6218,4,1,2,email,medio,933,988,1
PJ0519,2026-04-30,Serviços,EPP,MG,100,43397.37,24805.34,42,1,3,28035.97,0.8869,6,1,0,email,medio,549,86,0
PJ0520,2026-03-28,Tecnologia,ME,PR,44,9256.6,3632.0,94,1,4,5602.9,0.6281,7,0,2,email,baixo,142,966,1
PJ0521,2026-06-30,Comércio,ME,SP,124,52931.61,10678.82,63,3,3,36164.14,0.305,3,1,2,portal,alto,240,968,1
PJ0522,2026-06-30,Comércio,ME,RS,32,,49023.51,23,1,1,153553.84,0.4285,8,0,0,whatsapp,medio,488,930,1
PJ0523,2026-03-28,Comércio,ME,PE,89,98530.52,53632.32,4,1,1,102106.43,0.6058,6,1,0,email,baixo,806,971,1
PJ0524,2026-06-30,Serviços,ME,BA,90,66951.63,42530.36,98,4,4,83956.76,0.5352,8,0,1,email,medio,290,84,0
PJ0525,2026-01-28,Comércio,EPP,SP,85,73478.03,21991.66,22,1,2,65555.02,0.3681,1,0,2,telefone,baixo,816,873,1
PJ0526,2026-01-28,Tecnologia,EPP,PR,229,119993.11,80647.57,65,5,2,169418.3,0.5809,7,0,3,telefone,alto,124,158,0
PJ0527,2026-03-28,Comércio,EPP,SP,201,57367.8,18441.82,30,2,2,38982.23,0.4763,3,1,0,email,medio,967,123,0
PJ0528,2026-02-28,Comércio,Média,PR,191,143016.67,97608.93,180,4,6,233764.06,0.5822,1,0,1,whatsapp,medio,19,388,0
PJ0529,2026-01-28,Comércio,ME,PR,190,27219.19,4578.62,130,2,4,17120.09,0.3434,8,0,4,telefone,medio,19,311,0
PJ0530,2026-02-28,Serviços,Grande,SP,28,252423.97,136082.3,33,3,1,330721.45,0.3839,2,0,3,whatsapp,medio,123,89,0
PJ0531,2026-04-30,Comércio,Média,RJ,238,589662.84,222986.78,43,6,2,491609.93,0.5159,4,0,1,whatsapp,alto,119,70,0
PJ0532,2026-04-30,Serviços,EPP,SP,39,70072.28,22093.67,11,1,1,44536.63,0.6207,0,0,0,,medio,879,22,0
PJ0533,2026-01-28,Serviços,Média,RJ,141,284622.46,27967.71,91,5,4,198812.04,0.1822,3,0,0,whatsapp,medio,496,822,1
PJ0534,2026-06-30,Construção,ME,MG,144,59911.95,31773.35,23,2,1,80714.76,0.3781,6,0,0,telefone,baixo,432,827,1
PJ0535,2026-03-28,Agronegócio,EPP,RJ,130,42042.16,11324.53,53,2,3,25987.83,0.4194,3,0,0,email,baixo,299,419,0
PJ0536,2026-06-30,Serviços,EPP,MG,169,14858.58,6032.99,14,2,1,14108.23,0.5937,8,1,1,whatsapp,baixo,909,959,1
PJ0537,2026-04-30,Comércio,EPP,SP,69,76964.76,48958.79,45,1,2,130570.85,0.4079,3,1,0,whatsapp,baixo,341,371,0
PJ0538,2026-04-30,Agronegócio,Média,PE,30,110188.05,27073.44,68,1,3,86141.8,0.4268,0,0,0,email,medio,174,82,0
PJ0539,2026-04-30,Indústria,EPP,SP,184,60936.01,36047.14,96,4,5,88871.78,0.42,7,0,0,whatsapp,medio,404,207,0
PJ0540,2026-04-30,Serviços,ME,PR,171,13657.82,3955.48,39,2,3,9588.86,0.4323,7,0,0,whatsapp,baixo,429,889,1
PJ0541,2026-05-28,Indústria,ME,GO,93,155087.17,80187.23,14,1,1,110343.38,0.6533,1,1,1,portal,baixo,867,343,0
PJ0542,2026-02-28,Comércio,EPP,SP,223,101838.27,56979.95,39,1,1,85450.15,0.7837,0,0,0,telefone,medio,676,776,1
PJ0543,2026-06-30,Tecnologia,EPP,PE,107,23409.82,3229.6,36,1,2,11196.04,0.4312,1,0,0,portal,baixo,420,862,1
PJ0544,2026-02-28,Comércio,ME,BA,212,,9515.04,43,1,2,27231.18,0.3063,3,0,4,whatsapp,baixo,254,209,0
PJ0545,2026-02-28,Comércio,EPP,MG,40,113170.71,74606.48,28,2,2,141459.71,0.5247,8,1,0,telefone,alto,734,406,0
PJ0546,2026-05-28,Indústria,EPP,SC,35,43396.05,21840.06,114,2,4,53703.95,0.5385,8,0,3,email,medio,50,330,0
PJ0547,2026-04-30,Construção,ME,PR,93,32570.09,14825.24,54,1,2,45602.1,0.2954,2,0,1,whatsapp,baixo,703,308,0
PJ0548,2026-05-28,Indústria,ME,SP,76,37665.21,13328.45,74,1,4,38031.31,0.3722,6,0,2,whatsapp,medio,477,264,0
PJ0549,2026-01-28,Comércio,Média,SP,185,378171.7,144696.4,60,4,2,331041.91,0.4816,6,0,0,telefone,medio,568,234,0
PJ0550,2026-03-28,Serviços,Média,BA,39,,40451.56,80,3,3,85518.13,0.4746,5,0,0,whatsapp,medio,193,138,0
PJ0551,2026-05-28,Tecnologia,ME,SC,35,,9451.02,70,2,3,17322.22,0.6742,6,0,1,whatsapp,medio,371,364,0
PJ0552,2026-06-30,Serviços,ME,MG,77,35515.91,9950.31,23,2,1,16843.0,0.5861,1,1,0,whatsapp,medio,649,231,0
PJ0553,2026-01-28,Comércio,EPP,RS,72,220990.04,127314.75,40,2,2,141682.8,0.92,2,0,1,email,alto,215,99,0
PJ0554,2026-01-28,Tecnologia,Média,SP,51,518170.53,335769.14,45,3,1,506431.09,0.7013,2,0,0,email,alto,195,161,0
PJ0555,2026-01-28,Comércio,Grande,PR,4,1021829.2,647019.0,13,2,2,2053109.8,0.4709,5,0,0,email,baixo,658,927,1
PJ0556,2026-01-28,Serviços,EPP,SP,197,114054.82,55092.82,80,1,3,82846.5,0.7784,8,0,0,email,alto,382,179,0
PJ0557,2026-04-30,Serviços,ME,MG,140,29163.37,18947.36,102,1,4,21731.6,0.833,3,1,0,telefone,medio,568,173,0
PJ0558,2026-03-28,Construção,EPP,RS,212,62034.45,19007.16,6,3,1,28987.72,0.6987,4,1,0,whatsapp,medio,881,984,1
PJ0559,2026-04-30,Agronegócio,ME,SP,80,,6015.89,60,4,1,23480.91,0.4348,3,0,0,portal,medio,258,332,0
PJ0560,2026-06-30,Indústria,ME,RJ,239,,2845.53,55,2,2,10921.5,0.4399,8,0,0,portal,baixo,348,157,0
PJ0561,2026-01-28,Serviços,EPP,SC,64,38398.39,7408.3,46,1,2,27498.82,0.2848,0,0,2,telefone,medio,102,895,1
PJ0562,2026-02-28,Agronegócio,EPP,RS,107,27834.9,20803.42,12,4,1,62608.28,0.4919,1,0,1,whatsapp,alto,812,917,1
PJ0563,2026-03-28,Indústria,Média,RS,33,327213.22,31778.65,41,5,1,285478.14,0.1547,4,0,0,email,medio,315,969,1
PJ0564,2026-02-28,Serviços,EPP,SP,197,43375.31,6794.84,68,1,3,13004.36,0.6574,8,0,0,telefone,,456,994,1
PJ0565,2026-06-30,Serviços,Média,RS,34,,169854.79,84,2,4,374784.37,0.3957,1,0,4,email,baixo,93,318,0
PJ0566,2026-06-30,Tecnologia,ME,SC,75,15931.88,9717.26,23,1,1,21137.83,0.4962,4,0,0,email,,459,862,1
PJ0567,2026-01-28,Agronegócio,EPP,SP,191,90469.94,25933.32,12,2,1,75491.14,0.4439,7,0,0,email,medio,931,825,1
PJ0568,2026-05-28,Comércio,ME,RS,22,19051.7,7875.06,19,1,1,21733.69,0.5307,3,0,1,whatsapp,medio,595,53,0
PJ0569,2026-02-28,Indústria,Grande,RJ,220,1368845.48,1016907.16,36,2,1,3010777.71,0.4775,6,1,1,email,medio,232,871,1
PJ0570,2026-06-30,Construção,EPP,RJ,237,122451.17,48784.07,30,1,1,144195.7,0.3535,1,1,0,whatsapp,alto,669,942,1
PJ0571,2026-02-28,Indústria,EPP,SP,148,122162.17,56249.42,32,1,2,105226.43,0.6492,3,0,2,email,,457,829,1
PJ0572,2026-04-30,Indústria,ME,PR,227,53424.71,8340.24,6,2,1,21124.56,0.3819,2,1,0,whatsapp,baixo,733,931,1
PJ0573,2026-06-30,Comércio,Grande,RJ,112,419502.36,128792.01,61,5,3,374276.57,0.4014,7,1,3,email,baixo,720,907,1
